,plant_id,plant,op,op_id,plant_state,region,rpm,fuel_usage,net_gen
8442,56555,Bluegrass Ridge,"Wind Capital Holdings, LLC",55737,MO,WNC,WT,753880,85931.73
8444,56560,Porterhouse Wind (4) LLC,GlidePath Power Operations LLC,61728,TX,WSC,WT,627252,71498.0
8445,56561,Filet Wind (5) LLC,GlidePath Power Operations LLC,61728,TX,WSC,WT,47610,5427.0
8446,56562,Tenderloin Wind (6) LLC,GlidePath Power Operations LLC,61728,TX,WSC,WT,51524,5873.0
8447,56563,Peetz Table Wind Energy,FPL Peetz Table Wind Energy,55785,CO,MTN,WT,5901922,672737.0
8454,56570,Terra-Gen VG Wind LLC,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,94924,10820.0
8456,56573,FPL Energy Oliver Wind II LLC,FPL Energy Oliver County Wind II LLC,54799,ND,WNC,WT,1559621,177775.0
8457,56575,Steel Winds Wind Farm,"Evergreen Wind, LLC",59155,NY,MAT,WT,453549,51698.0
8458,56577,Shane's Wind Machine,Shane's Wind Machine LLC,55832,MN,WNC,WT,45367,5171.0
8459,56580,Blue Breezes LLC,Moore 1,56807,MN,WNC,WT,12439,1418.0
8460,56581,Blue Breezes II LLC,Moore 1,56807,MN,WNC,WT,11414,1301.0
8461,56586,Sunset Breeze LLC,Midwest Power Partners LLC,60661,MN,WNC,WT,17616,2008.0
8462,56587,Minnesota Breeze LLC,Midwest Power Partners LLC,60661,MN,WNC,WT,17616,2008.0
8463,56588,G Flow Wind LLC,Midwest Power Partners LLC,60661,MN,WNC,WT,17616,2008.0
8464,56589,Wolf Wind Enterprises LLC,Midwest Power Partners LLC,60661,MN,WNC,WT,17616,2008.0
8465,56590,Green Acres Breeze LLC,Midwest Power Partners LLC,60661,MN,WNC,WT,17616,2008.0
8466,56591,Horseshoe Bend Wind Park,Cycle Power Partners,61185,MT,MTN,WT,209473,23877.0
8467,56592,Champion Wind Farm LLC,RWE Renewables Americas LLC,56215,TX,WSC,WT,2969775,338513.0
8468,56593,Roscoe Wind Farm LLC,RWE Renewables Americas LLC,56215,TX,WSC,WT,4480500,510715.0
8469,56594,Munnsville Wind Farm LLC,RWE Renewables Americas LLC,56215,NY,MAT,WT,782578,89203.0
8475,56602,Snyder Wind Farm,Snyder Wind Farm LLC,55847,TX,WSC,WT,469619,53530.0
8479,56605,"Langdon Renewables, LLC",FPL Energy Langdon Wind LLC,55799,ND,WNC,WT,4483503,511057.0
8481,56607,Prairie Winds ND1,Basin Electric Power Coop,1307,ND,WNC,WT,2490936,283932.0
8482,56608,Prairie Winds SD1,Basin Electric Power Coop,1307,SD,WNC,WT,2752194,313712.0
8489,56613,Logan Wind Energy,Logan Wind Energy LLC,55862,CO,MTN,WT,4889965,557388.0
8490,56614,Old Trail Wind Farm,Old Trail Wind Farm LLC,55866,IL,ENC,WT,4755248,542032.0
8494,56617,Fenton Wind Farm,"EDF Renewable Asset Holdings, Inc.",57170,MN,WNC,WT,4280021,487863.0
8495,56618,Clinton,"Valcour Operating Services, LLC",63858,NY,MAT,WT,1543417,175928.0
8496,56619,Ellenburg,"Valcour Operating Services, LLC",63858,NY,MAT,WT,1467083,167227.0
8497,56620,Bliss,"Valcour Operating Services, LLC",63858,NY,MAT,WT,1721806,196262.0
8498,56621,Sleeping Bear LLC,NRG Energy Gas & Wind Holdings Inc,59883,OK,WSC,WT,1643349,187319.0
8499,56622,Providence Heights Wind LLC,Avangrid Renewables LLC,15399,IL,ENC,WT,1611109,183644.0
8500,56623,Elkhorn Valley Wind Farm,Telocaset Wind Power Partners,55880,OR,PACC,WT,2591818,295431.0
8501,56624,BC Energy LLC,Ewington Wind Project,57158,MN,WNC,WT,37751,4303.0
8502,56625,KC Energy LLC,Ewington Wind Project,57158,MN,WNC,WT,37751,4303.0
8503,56626,K&D Energy LLC,Ewington Wind Project,57158,MN,WNC,WT,37751,4303.0
8504,56627,KSS Turbines LLC,Ewington Wind Project,57158,MN,WNC,WT,37751,4303.0
8505,56628,Prairie Wind Power LLC,Ewington Wind Project,57158,MN,WNC,WT,37751,4303.0
8509,56630,Taconite Ridge 1 Wind Energy Center,"ALLETE, Inc.",12647,MN,WNC,WT,521283,59419.0
8510,56633,Dutch Hill Wind Project,"Evergreen Wind, LLC",59155,NY,MAT,WT,482346,54981.0
8511,56634,Cohocton Wind Project,"Evergreen Wind, LLC",59155,NY,MAT,WT,1016142,115826.0
8512,56635,Harvest,"Harvest Windfarm, LLC",55873,MI,ENC,WT,1081537,123280.0
8513,56636,Mountain Home,"Hot Springs Windfarm, LLC",55891,ID,MTN,WT,325272,37076.56
8514,56637,Bennett Creek Windfarm LLC - Mountain Home,Bennett Creek Windfarm LLC,55890,ID,MTN,WT,329988,37614.0
8515,56638,Buffalo Gap 3 Wind Farm,AES Wind Generation Inc,19740,TX,WSC,WT,3539467,403450.0
8517,56640,Camp Grove Wind Farm,Orion Energy Group LLC,55931,IL,ENC,WT,3502883,399280.0
8521,56644,Stanton Wind Energy LLC,Invenergy Services LLC,49893,TX,WSC,WT,2408627,274550.0
8522,56645,Osceola Windpower LLC,Osceola Windpower LLC,55901,IA,WNC,WT,3556512,405393.0
8523,56647,Butler Ridge,Butler Ridge Wind Energy Center,56484,WI,ENC,WT,1312855,149647.0
8524,56648,Majestic 1 Wind Farm,NextEra Energy Majestic Wind,58353,TX,WSC,WT,2552707,290973.0
8525,56649,South Trent Wind Farm,NRG Energy Inc,55397,TX,WSC,WT,1899408,216506.0
8526,56650,Wessington Springs,Wessington Wind,59102,SD,WNC,WT,1972092,224791.0
8527,56651,North Allegheny Windpower Project,Duke Energy DEGS North Allegheny,56385,PA,MAT,WT,1394311,158932.0
8528,56654,Hatchet Ridge Wind Project,Pattern Operators LP,56545,CA,PACC,WT,2471152,281677.0
8529,56659,Michigan Wind 2,"Michigan Wind 2, LLC",56951,MI,ENC,WT,2970891,338640.0
8530,56661,Pattern Gulf Wind,Pattern Operators LP,56545,TX,WSC,WT,192146,21902.0
8531,56665,Dempsey Ridge Wind Farm,Acciona Wind Energy USA LLC,55918,OK,WSC,WT,3029658,345339.0
8532,56666,Goodnoe Hills,PacifiCorp,14354,WA,PACC,WT,2867298,326832.0
8535,56669,Tatanka Wind Power LLC,Acciona Wind Energy USA LLC,55918,ND,WNC,WT,3274066,373198.0
8536,56670,Velva Windfarm LLC,Acciona Wind Energy USA LLC,55918,ND,WNC,WT,264075,30101.0
8539,56673,Whirlwind Energy Center,Whirlwind Energy LLC,55922,TX,WSC,WT,1575693,179607.0
8541,56677,Charles City Wind Farm,MidAmerican Energy Co,12341,IA,WNC,WT,2166695,246973.0
8542,56679,Benton County Wind Farm,Orion Energy Group LLC,55931,IN,ENC,WT,2836407,323311.0
8574,56699,Forward Windpower LLC,NRG Energy Gas & Wind Holdings Inc,59883,PA,MAT,WT,530458,60465.0
8575,56700,Lookout Windpower LLC,NRG Energy Gas & Wind Holdings Inc,59883,PA,MAT,WT,944949,107711.0
8577,56702,Tuolumne Wind Project,Turlock Irrigation District,19281,WA,PACC,WT,3705399,422364.0
8586,56750,Jeffers Wind 20 LLC,Northern States Power Co - Minnesota,13781,MN,WNC,WT,871940,99389.0
8587,56751,Spanish Fork Wind Park 2 LLC,NRG Energy Gas & Wind Holdings Inc,59883,UT,MTN,WT,406295,46312.0
8588,56752,Mountain Wind Power LLC,NRG Energy Gas & Wind Holdings Inc,59883,WY,MTN,WT,968310,110374.0
8589,56753,Mountain Wind Power II LLC,NRG Energy Gas & Wind Holdings Inc,59883,WY,MTN,WT,1371244,156303.0
8590,56754,Goat Wind LP,NRG Energy Gas & Wind Holdings Inc,59883,TX,WSC,WT,2670186,304364.0
8591,56755,Odin Wind Farm LLC,NRG Energy Gas & Wind Holdings Inc,59883,MN,WNC,WT,508430,57954.0
8592,56763,Capricorn Ridge Wind LLC,Capricorn Ridge Wind LLC,55958,TX,WSC,WT,19821813,2259411.0
8593,56764,Winnebago Wind Power Project,Avangrid Renewables LLC,15399,IA,WNC,WT,543251,61923.0
8594,56765,Barton Windpower LLC,Avangrid Renewables LLC,15399,IA,WNC,WT,3581156,408202.0
8595,56767,Farmers City Wind LLC,Avangrid Renewables LLC,15399,MO,WNC,WT,2428427,276807.0
8597,56770,Locust Ridge II LLC,Avangrid Renewables LLC,15399,PA,MAT,WT,1770724,201838.0
8598,56771,Silver Star I Wind Power Project,Silver Star I Power Partners LLC,62076,TX,WSC,WT,568675,64821.0
8599,56773,McAdoo Wind Energy LLC,Invenergy Services LLC,49893,TX,WSC,WT,3919533,446772.0
8600,56774,Turkey Track Wind Energy LLC,Invenergy Services LLC,49893,TX,WSC,WT,3392493,386697.0
8601,56775,Scurry County Wind II,Invenergy Services LLC,49893,TX,WSC,WT,2453079,279617.0
8602,56776,Gunsight Mountain Wind Energy LLC,Invenergy Services LLC,49893,TX,WSC,WT,4453773,507668.0
8603,56777,Fowler Ridge Wind Farm LLC,AE Power Services LLC,55963,IN,ENC,WT,12014651,1369503.0
8604,56779,Sherbino I Wind Farm,Sherbino Mesa I Windfarm LLC,62811,TX,WSC,WT,1045021,119118.0
8606,56782,Diamond Willow Wind Facility,Montana-Dakota Utilities Co,12199,MT,MTN,WT,864501,98541.0
8607,56783,Elbow Creek Wind Project LLC,Elbow Creek Wind Project LLC,55981,TX,WSC,WT,2609547,297452.0
8608,56784,Cloud County Wind Farm,"Cloud County Windfarm, LLC",55990,KS,WNC,WT,4304350,490636.0
8618,56789,Pebble Springs Wind LLC,Avangrid Renewables LLC,15399,OR,PACC,WT,2243352,255711.0
8619,56790,Hay Canyon Wind Power LLC,Avangrid Renewables LLC,15399,OR,PACC,WT,1967090,224221.0
8620,56791,Dillon Wind LLC,Avangrid Renewables LLC,15399,CA,PACC,WT,1258434,143444.0
8621,56792,Buffalo Ridge I LLC,Avangrid Renewables LLC,15399,SD,WNC,WT,1011508,115298.0
8622,56793,Elm Creek Wind LLC,Avangrid Renewables LLC,15399,MN,WNC,WT,2120278,241682.0
8623,56794,Moraine II Wind LLC,Avangrid Renewables LLC,15399,MN,WNC,WT,1132296,129066.0
8624,56795,Penascal Wind Power LLC,Avangrid Renewables LLC,15399,TX,WSC,WT,3278997,373760.0
8625,56796,South Chestnut LLC,Avangrid Renewables LLC,15399,PA,MAT,WT,948272,108090.0
8626,56797,Pioneer Prairie Wind Farm,"Pioneer Prairie Wind Farm I, LLC",55992,IA,WNC,WT,7339168,836563.0
8633,56800,Hull Wind II,Hull Municipal Light Plant,8797,MA,NEW,WT,28065,3199.0
8635,56804,Red Hills Wind Project LLC,Acciona Wind Energy USA LLC,55918,OK,WSC,WT,3512033,400323.0
8636,56805,EcoGrove Wind LLC,Acciona Wind Energy USA LLC,55918,IL,ENC,WT,2282927,260222.0
8647,56809,Carroll Wind Farm,MidAmerican Energy Co,12341,IA,WNC,WT,4562742,520089.0
8648,56810,Adair Wind Farm,MidAmerican Energy Co,12341,IA,WNC,WT,4279162,487765.0
8649,56811,Walnut Wind Farm,MidAmerican Energy Co,12341,IA,WNC,WT,4755599,542072.0
8654,56818,Central Plains Wind Farm,"Evergy Kansas Central, Inc",22500,KS,WNC,WT,2109819,240490.0
8655,56819,Flat Ridge Wind Farm,"Evergy Kansas Central, Inc",22500,KS,WNC,WT,1061587,121006.0
8656,56823,Hackberry Wind Farm,Hackberry Wind LLC,56033,TX,WSC,WT,3668719,418183.0
8657,56824,Marshall Wind 2 LLC,"Marshall Wind Farm, LLC",63166,MN,WNC,WT,56358,6424.0
8658,56825,Marshall Wind 3 LLC,"Marshall Wind Farm, LLC",63166,MN,WNC,WT,56358,6424.0
8659,56826,Marshall Wind 4 LLC,"Marshall Wind Farm, LLC",63166,MN,WNC,WT,56358,6424.0
8660,56827,Marshall Wind 5 LLC,"Marshall Wind Farm, LLC",63166,MN,WNC,WT,28179,3212.0
8661,56828,Marshall Wind 6 LLC,"Marshall Wind Farm, LLC",63166,MN,WNC,WT,28179,3212.0
8662,56829,Kibby Wind Facility,"Helix Maine Wind Development, LLC",61191,ME,NEW,WT,2507746,285848.0
8663,56831,Crane Creek Wind Energy Center,Wisconsin Public Service Corp,20860,IA,WNC,WT,1906549,217320.0
8666,56834,High Plains,High Plains Wind Power LLC,56046,TX,WSC,WT,31705,3614.0
8667,56835,Ribeye Wind (11) LLC,GlidePath Power Operations LLC,61728,TX,WSC,WT,131105,14944.0
8668,56836,T-Bone Wind (10) LLC,GlidePath Power Operations LLC,61728,TX,WSC,WT,131121,14946.0
8669,56837,Tri-Tip Wind (9) LLC,GlidePath Power Operations LLC,61728,TX,WSC,WT,158160,18028.0
8670,56838,Brisket Wind (8) LLC,GlidePath Power Operations LLC,61728,TX,WSC,WT,123761,14107.0
8671,56839,Flat Iron Wind (7) LLC,GlidePath Power Operations LLC,61728,TX,WSC,WT,131534,14993.0
8672,56840,Marshall Wind 1 LLC,"Marshall Wind Farm, LLC",63166,MN,WNC,WT,28179,3212.0
8673,56841,Glenrock,PacifiCorp,14354,WY,MTN,WT,4890043,557397.0
8674,56842,Rolling Hills,PacifiCorp,14354,WY,MTN,WT,3186537,363221.0
8675,56843,Seven Mile Hill,PacifiCorp,14354,WY,MTN,WT,4550135,518652.0
8687,56854,Wheat Field Wind Power Project,Wheat Field Wind Power Project LLC,56073,OR,PACC,WT,2113864,240951.0
8688,56855,Arlington Wind Power Project,Arlington Wind Power Project LLC,56074,OR,PACC,WT,2222490,253333.0
8689,56856,Rail Splitter Wind Farm,Rail Splitter Wind Farm LLC,56075,IL,ENC,WT,2334410,266090.0
8690,56857,Marble River Wind Farm,"Marble River, LLC",56072,NY,MAT,WT,4281276,488006.0
8691,56858,Sagebrush Power Partners,"Sagebrush Power Partners, LLC",56071,WA,PACC,WT,2628778,299644.0
8692,56859,Crosswind Energy Project,NRG Energy Gas & Wind Holdings Inc,59883,IA,WNC,WT,586721,66878.0
8693,56860,Hardin Hilltop Wind LLC,NRG Energy Gas & Wind Holdings Inc,59883,IA,WNC,WT,383747,43742.0
8704,56874,Shiloh Wind Project 2 LLC,"EDF Renewable Asset Holdings, Inc.",57170,CA,PACC,WT,3398852,387422.0
8706,56876,Wapsipinicon Wind Project,"EDF Renewable Asset Holdings, Inc.",57170,MN,WNC,WT,2577307,293777.0
8708,56878,Hoosier Wind Project LLC,"EDF Renewable Asset Holdings, Inc.",57170,IN,ENC,WT,2048558,233507.0
8709,56879,Flat Ridge Wind Energy LLC,AE Power Services LLC,55963,KS,WNC,WT,1210928,138029.0
8726,56901,Altona,"Valcour Operating Services, LLC",63858,NY,MAT,WT,1619735,184627.0
8727,56902,Wethersfield,"Valcour Operating Services, LLC",63858,NY,MAT,WT,2321837,264657.0
8728,56904,Chateaugay,"Valcour Operating Services, LLC",63858,NY,MAT,WT,1816082,207008.0
8729,56905,Great Plains Windpark LLC,Great Plains Windpark Legacy LLC,61671,TX,WSC,WT,2304002,262624.0
8734,56912,Langdon Wind II LLC,FPL Energy Langdon Wind LLC,55799,ND,WNC,WT,1614170,183993.0
8735,56913,Osceola Windpower II,Osceola Windpower II,56121,IA,WNC,WT,1767908,201517.0
8739,56919,FPL Energy Ashtabula Wind LLC,FPL Energy Ashtabula Wind LLC,56122,ND,WNC,WT,5203267,593100.0
8740,56920,Panther Creek Wind Farm I,RWE Renewables Americas LLC,56215,TX,WSC,WT,4889429,557327.0
8741,56921,Panther Creek Wind Farm II,RWE Renewables Americas LLC,56215,TX,WSC,WT,3828528,436399.0
8743,56923,FPL Energy Crystal Lake Wind LLC,FPL Energy Crystal Lake Wind LLC,56123,IA,WNC,WT,5067366,577609.0
8744,56924,FPL Energy Story Wind LLC,FPL Energy Story Wind LLC,56119,IA,WNC,WT,4953709,564654.0
8745,56925,FPL Energy Crystal Lake Wind II LLC,FPL Energy Crystal Lake Wind II LLC,56124,IA,WNC,WT,6601992,752535.0
8750,56933,Threemile Canyon,"Threemile Canyon Wind I, LLC",56159,OR,PACC,WT,221061,25198.0
8751,56934,Cassia Wind,"Cassia Wind Farm, LLC",56158,ID,MTN,WT,166634,18993.97
8752,56935,Cassia Gulch,"Cassia Gulch Wind Park, LLC",56157,ID,MTN,WT,368311,41982.27
8761,56941,Grand Ridge Wind Energy Center,Invenergy Services LLC,49893,IL,ENC,WT,2231999,254417.0
8762,56942,Forward Wind Energy Center,Wisconsin Public Service Corp,20860,WI,ENC,WT,1325793,151122.0
8764,56945,High Lonesome Mesa LLC,NRG Energy Gas & Wind Holdings Inc,59883,NM,MTN,WT,3227631,367905.0
8765,56946,Buffalo Bear LLC,NRG Energy Gas & Wind Holdings Inc,59883,OK,WSC,WT,407067,46400.0
8766,56947,Elkhorn Ridge Wind LLC,NRG Energy Gas & Wind Holdings Inc,59883,NE,WNC,WT,1640252,186966.0
8769,56952,Willow Creek Energy Center,Invenergy Services LLC,49893,OR,PACC,WT,1711139,195046.0
8770,56953,High Sheldon Wind Farm,Invenergy Services LLC,49893,NY,MAT,WT,2269716,258716.0
8772,56956,Bull Creek Wind,Bull Creek Wind LLC,56222,TX,WSC,WT,2699646,307722.0
8775,56959,Ocotillo Windpower,Duke Energy DEGS Ocotillo,56273,TX,WSC,WT,389785,44430.0
8776,56960,Happy Jack Windpower Project,Duke Energy DEGS Happy Jack,56271,WY,MTN,WT,759786,86605.0
8778,56961,Notrees Windpower Hybrid,Duke Energy DEGS Notrees,56272,TX,WSC,WT,3425235,390429.0
8785,56967,Butter Creek Power LLC,Echo 3,56804,OR,PACC,WT,110206,12562.0
8786,56968,Big Top LLC,Echo 3,56804,OR,PACC,WT,32248,3676.0
8787,56969,Four Corners Windfarm LLC,Echo 2,56803,OR,PACC,WT,213086,24289.0
8788,56970,Four Mile Canyon Windfarm LLC,Echo 2,56803,OR,PACC,WT,202254,23054.0
8789,56971,Oregon Trail Windfarm LLC,Echo 1,56802,OR,PACC,WT,217414,24782.0
8790,56972,Pacific Canyon Windfarm LLC,Echo 1,56802,OR,PACC,WT,165600,18876.0
8791,56973,Sand Ranch Windfarm LLC,Echo 1,56802,OR,PACC,WT,202542,23087.0
8792,56974,Wagon Trail LLC,Echo 3,56804,OR,PACC,WT,66832,7618.0
8793,56975,Ward Butte Windfarm LLC,Echo 1,56802,OR,PACC,WT,147711,16837.0
8795,56979,Panther Creek Wind Farm Three,RWE Renewables Americas LLC,56215,TX,WSC,WT,4909081,559567.0
8796,56980,Stony Creek Wind Farm LLC,RWE Renewables Americas LLC,56215,PA,MAT,WT,1301651,148370.0
8798,56981,Pyron Wind Farm LLC Hybrid,RWE Renewables Americas LLC,56215,TX,WSC,WT,6166525,702898.0
8800,56983,Papalote Creek I LLC,RWE Renewables Americas LLC,56215,TX,WSC,WT,4404108,502007.0
8802,56984,Inadale Wind Farm LLC Hybrid,RWE Renewables Americas LLC,56215,TX,WSC,WT,4420109,503831.0
8803,56985,Smoky Hills Wind Project Phase II,Smoky Hills Wind Project II LLC,56285,KS,WNC,WT,3081771,351279.0
8806,56989,Stetson Wind I,"Evergreen Wind, LLC",59155,ME,NEW,WT,1111880,126739.0
8807,56990,Rollins Wind Project,"Evergreen Wind, LLC",59155,ME,NEW,WT,1332750,151915.0
8808,56991,Stetson Wind II,"Evergreen Wind, LLC",59155,ME,NEW,WT,500984,57105.0
8810,56994,Grand Meadow,Northern States Power Co - Minnesota,13781,MN,WNC,WT,1971100,224678.0
8818,57002,Oakfield Wind Project,Onward Energy,60453,ME,NEW,WT,3277915,373637.0
8848,57031,Luverne Wind Energy Center,Otter Tail Power Co,14232,ND,WNC,WT,1524800,173806.0
8849,57032,Ashtabula Wind Energy Center,Otter Tail Power Co,14232,ND,WNC,WT,1260996,143736.0
8850,57033,Langdon Wind Energy Center,Otter Tail Power Co,14232,ND,WNC,WT,1239573,141294.0
8857,57038,Bison I Wind Energy Center,"ALLETE, Inc.",12647,ND,WNC,WT,2255108,257051.0
8858,57039,McFadden Ridge,PacifiCorp,14354,WY,MTN,WT,958643,109272.0
8859,57040,High Plains,PacifiCorp,14354,WY,MTN,WT,3147884,358815.0
8863,57044,Armenia Mountain Wind Farm,Allete Clean Energy,59496,PA,MAT,WT,2300104,262180.0
8865,57045,Rolling Thunder Wind Farm Hybrid,AE Power Services LLC,55963,SD,WNC,WT,774682,88303.0
8873,57047,Nobles Wind Project,Northern States Power Co - Minnesota,13781,MN,WNC,WT,5859435,667894.0
8874,57048,Merricourt Wind Energy Center,Otter Tail Power Co,14232,ND,WNC,WT,289272,32973.0
8875,57049,NaturEner Glacier Wind Energy 1,NaturEner Glacier Wind Energy 1 LLC,56365,MT,MTN,WT,2621767,298845.0
8876,57050,NaturEner Glacier Wind Energy 2,NaturEner Glacier Wind Energy 2 LLC,56366,MT,MTN,WT,2834390,323081.0
8928,57078,Steel Winds II,"Evergreen Wind, LLC",59155,NY,MAT,WT,453549,51698.0
8929,57079,Milford Wind Corridor I LLC,Longroad Energy Services LLC,61219,UT,MTN,WT,3468723,395386.0
8930,57080,Sheffield Wind,"Evergreen Wind, LLC",59155,VT,NEW,WT,609713,69499.0
8933,57082,Kaheawa Wind Power II LLC,"Evergreen Wind, LLC",59155,HI,PACN,WT,448030,51069.0
8934,57083,Bull Hill Wind Project,"Evergreen Wind, LLC",59155,ME,NEW,WT,889511,101392.0
8936,57087,Kahuku Wind Power LLC,"Evergreen Wind, LLC",59155,HI,PACN,WT,597319,68086.0
8937,57090,Campbell Hill Windpower,Duke Energy DEGS Campbell Hill,56378,WY,MTN,WT,2883852,328719.0
8938,57091,Silver Sage Windpower,Duke Energy DEGS Silver Sage Wndpwr LLC,56377,WY,MTN,WT,1103758,125813.0
8939,57093,Casper Wind Farm,Chevron USA,56394,WY,MTN,WT,181487,20687.0
8940,57094,Streator Cayuga Ridge South,Avangrid Renewables LLC,15399,IL,ENC,WT,6465034,736924.0
8941,57095,Penascal II Wind Project LLC,Avangrid Renewables LLC,15399,TX,WSC,WT,3204039,365216.0
8942,57096,Star Point Wind Project LLC,Avangrid Renewables LLC,15399,OR,PACC,WT,2162747,246523.0
8943,57097,Rugby Wind Power Project,Avangrid Renewables LLC,15399,ND,WNC,WT,3185678,363123.0
8944,57098,Dry Lake Wind LLC,Avangrid Renewables LLC,15399,AZ,MTN,WT,974898,111125.0
8953,57106,Mesalands Comm College Wind Turbine,Mesalands Community College,56410,NM,MTN,WT,7745,883.0
8954,57107,Milford Wind Corridor Stage II LLC,Milford Wind Corridor Stage II LLC,56409,UT,MTN,WT,1711726,195113.0
8955,57108,Blue Canyon Windpower V LLC,Blue Canyon Windpower V LLC,56416,OK,WSC,WT,3114037,354957.0
8956,57109,Meadow Lake Wind Farm LLC,Meadow Lake Wind Farm LLC,56417,IN,ENC,WT,3990024,454807.0
8957,57110,Blackstone Wind Farm LLC,Blackstone Wind Farm LLC,56418,IL,ENC,WT,2114635,241039.0
8958,57111,Lost Lakes Wind Farm LLC,Lost Lakes Wind Farm LLC,56419,IA,WNC,WT,2810606,320370.0
8959,57112,Meadow Lake Wind Farm II LLC,Meadow Lake Wind Farm II LLC,56420,IN,ENC,WT,2120319,241687.0
8960,57113,Blackstone Wind Farm II LLC,Blackstone Wind Farm II LLC,56421,IL,ENC,WT,4209292,479801.0
8961,57115,Meadow Lake Wind Farm III LLC,Meadow Lake Wind Farm III LLC,56423,IN,ENC,WT,2276837,259528.0
8962,57116,Quilt Block Wind Farm LLC,Quilt Block Wind Farm LLC,56424,WI,ENC,WT,3346488,381453.0
8963,57118,Greensburg,"Greensburg Wind Farm, LLC",56246,KS,WNC,WT,182338,20784.0
8967,57120,Wilton Wind II LLC,Wilton Wind II LLC,56415,ND,WNC,WT,1795474,204659.0
8968,57121,Ashtabula Wind II LLC,Ashtabula Wind II LLC,56414,ND,WNC,WT,3409653,388653.0
8972,57124,Payne's Ferry,Idaho Wind Partners 1 LLC,56592,ID,MTN,WT,586353,66836.0
8973,57125,Camp Reed,Idaho Wind Partners 1 LLC,56592,ID,MTN,WT,611469,69699.0
8974,57126,Yahoo Creek,Idaho Wind Partners 1 LLC,56592,ID,MTN,WT,594239,67735.0
8976,57130,Beaver Ridge Wind,Beaver Ridge Wind LLC,56439,ME,NEW,WT,98255,11200.0
8977,57131,Stoney Corners Wind Farm,DTE Sustainable Generation,64331,MI,ENC,WT,1185232,135100.0
8980,57135,Big Sky Wind LLC,RWE Renewables Americas LLC,56215,IL,ENC,WT,3794575,432529.0
8981,57136,Tuana Springs,"Tuana Springs Energy, LLC",56475,ID,MTN,WT,291235,33196.63
8982,57137,Eurus Combine Hills Turbine Ranch 2,Eurus Combine Hills II LLC,56483,OR,PACC,WT,1663510,189617.0
8986,57139,Cambria Wind LLC,Exus North America Management Partners LLC,63081,PA,MAT,WT,1200128,136798.0
8988,57151,Beech Ridge Energy LLC,Invenergy Services LLC,49893,WV,SAT,WT,2445237,278723.0
8989,57152,Harvest Wind Project,Harvest Wind Project TIC,56499,WA,PACC,WT,2599432,296299.0
8990,57153,Langford Wind Power,Langford Wind Power LLC,56506,TX,WSC,WT,3129275,356694.0
8991,57156,Barton Chapel Wind Farm,Avangrid Renewables LLC,15399,TX,WSC,WT,2188970,249512.0
8992,57159,Windy Flats Wind Project,Windy Flats Partners LLC,56514,WA,PACC,WT,6763079,770897.0
9004,57171,Cedar Hills Wind Farm,Montana-Dakota Utilities Co,12199,ND,WNC,WT,489058,55746.0
9007,57174,Colorado Highlands Wind,Colorado Highlands Wind LLC,56523,CO,MTN,WT,3317755,378178.0
9008,57176,University of Delaware Wind Turbine,First State Marine Wind,56518,DE,SAT,WT,45434,5179.0
9009,57177,Meadow Lake Wind Farm IV,Meadow Lake Wind Farm IV LLC,56520,IN,ENC,WT,1647631,187807.0
9011,57182,PPL Frey Farm Landfill Wind,EPP Renewable Energy,57249,PA,MAT,WT,56479,6438.0
9017,57187,Pillar Mountain Wind Project Microgrid,Kodiak Electric Assn Inc,10433,AK,PACN,WT,216535,24682.0
9018,57188,Vantage Wind Energy LLC,Invenergy Services LLC,49893,WA,PACC,WT,2718455,309866.0
9019,57189,Lost Creek Wind Energy Facility,Pattern Operators LP,56545,MO,WNC,WT,3374507,384647.0
9022,57192,Spring Valley Wind Project,Pattern Operators LP,56545,NV,MTN,WT,2570410,292991.0
9023,57194,Day County Wind LLC,Day County Wind LLC,56561,SD,WNC,WT,3066355,349522.0
9024,57195,Lower Snake River Wind Energy Project,Puget Sound Energy Inc,15500,WA,PACC,WT,8473735,965888.0
9027,57198,Bent Tree Wind Farm Phase 1,Wisconsin Power & Light Co,20856,MN,WNC,WT,4565206,520370.0
9028,57199,Glacier Hills,Wisconsin Electric Power Co,20847,WI,ENC,WT,3418663,389680.0
9030,57201,FPL Energy Montezuma Winds LLC,FPL Energy Montezuma Wind,56555,CA,PACC,WT,783947,89359.0
9038,57210,Cedar Creek II,AE Power Services LLC,55963,CO,MTN,WT,6092329,694441.0
9039,57211,Goshen Phase II,AE Power Services LLC,55963,ID,MTN,WT,3505841,399617.0
9040,57212,Papalote Creek II LLC,RWE Renewables Americas LLC,56215,TX,WSC,WT,4565208,520370.0
9042,57214,Waverly Community Wind Project,Waverly Municipal Elec Utility,20214,IA,WNC,WT,52831,6022.0
9059,57239,Roth Rock Wind Farm LLC,Roth Rock Wind Farm LLC,56603,MD,SAT,WT,911499,103898.0
9060,57240,"Roth Rock North Wind Farm, LLC",Roth Rock Wind Farm LLC,56603,MD,SAT,WT,227835,25970.0
9064,57244,Kit Carson Windpower,Kit Carson Windpower LLC,56612,CO,MTN,WT,1647974,187846.0
9068,57248,Welcome Wind Turbine,Federated Rural Electric Assn,6258,MN,WNC,WT,57447,6548.0
9071,57251,Lakota Wind Wind Farm,Iowa Lakes Electric Coop,9425,IA,WNC,WT,319512,36420.0
