,t_manu,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,t_conf_atr
7184,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7185,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7186,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7187,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7188,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7189,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7190,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7191,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7192,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7193,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7194,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7195,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7196,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7197,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7198,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7199,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7200,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7201,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7202,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7203,GE Wind,GE 1.7-100,1700.0,80.0,100.0,7853.98,130.0,2
7204,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7205,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7206,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7207,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7208,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7209,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7210,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7211,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7212,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7213,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7214,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7215,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7216,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7217,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7218,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7219,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7220,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7221,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7222,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7223,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7224,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7225,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7226,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7227,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7228,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7229,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7230,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7231,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7232,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7233,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7234,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7235,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7236,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7237,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7238,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7239,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7240,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7241,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7242,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7243,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7244,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7245,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7246,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7247,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7248,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7249,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7250,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7251,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7252,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7253,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7254,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7255,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7256,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7257,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7258,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7259,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7260,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7261,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7262,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7263,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7264,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7265,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7266,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7267,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7268,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7269,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7270,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7271,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7272,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7273,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7274,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7275,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7276,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7277,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7278,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7279,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7280,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7281,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7282,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7283,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7284,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7285,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7286,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7287,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7288,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7289,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7290,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7291,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7292,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7293,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7294,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7295,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7296,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7297,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7298,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7299,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7300,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7301,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7302,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7303,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7304,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7305,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7306,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7307,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7308,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7309,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7310,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7311,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7312,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7313,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7314,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7315,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7316,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7317,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7318,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7319,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7320,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7321,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7322,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7323,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7324,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7325,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7326,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7327,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7328,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3
7329,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7330,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7331,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7332,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7333,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7334,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7335,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7336,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7337,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7338,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7339,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7340,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7341,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7342,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7343,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7344,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7345,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7346,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7347,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7348,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7349,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7350,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7351,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7352,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7353,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7354,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7355,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7356,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7357,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7358,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7359,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7360,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7361,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7362,Vestas,V90-3.0,3000.0,80.0,90.0,6361.73,125.0,3
7363,GE Wind,GE 1.5-70.5,1500.0,65.0,70.5,3903.63,100.3,2
7364,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7365,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7366,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7367,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7368,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7369,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7370,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7371,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7372,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7373,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7374,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7375,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7376,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7377,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7378,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7379,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7380,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7381,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7382,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7383,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7384,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7385,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7386,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7387,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7388,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7389,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7390,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7391,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7392,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7393,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7394,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7395,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7396,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7397,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7398,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7399,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7400,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7401,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7402,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7403,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7404,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7405,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7406,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7407,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,3
7408,Vensys,1.5_74,1500.0,85.0,74.0,4300.84,123.5,2
7409,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7410,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7411,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7412,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7413,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7414,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7415,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7416,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7417,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7418,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7419,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7420,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7421,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7422,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7423,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7424,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7425,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7426,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7427,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7428,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7429,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7430,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7431,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7432,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7433,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7434,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7435,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7436,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7437,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7438,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7439,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7440,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7441,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7442,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7443,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7444,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7445,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7446,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7447,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7448,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7449,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7450,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7451,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7452,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7453,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7454,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7455,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7456,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7457,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7458,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7459,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7460,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7461,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7462,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7463,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7464,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7465,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7466,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7467,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7468,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7469,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7470,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7471,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7472,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7473,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7474,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7475,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7476,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7477,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7478,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7479,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7480,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7481,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7482,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7483,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7484,Nordex,AW125/3000,3000.0,87.5,125.0,12271.85,150.0,3
7485,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7486,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7487,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7488,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7489,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7490,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7491,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7492,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7493,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3
7494,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7495,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7496,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7497,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7498,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7499,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7500,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7501,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7502,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7503,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7504,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7505,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7506,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7507,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7508,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7509,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7510,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7511,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7512,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7513,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7514,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7515,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7516,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7517,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7518,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7519,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7520,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7521,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7522,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7523,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7524,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7525,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7526,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7527,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
7528,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3
